,Date,User,Tweet,retweetCount,likeCount,replyCount,followersCount,neg,neu,pos,compound,engagement,absolute intensity
0,2023-04-09 23:59:59+00:00,_hwazalea,shut the fuck up kpop is a genre of music. dont complain when you bait for song recs AND GET RESPONSES WITH SONG RECS STUPID,0,6,1,111,0.24,0.693,0.066,-0.7596,7,0.7596
1,2023-04-09 23:59:59+00:00,capt_chaeyoung,can someone put the Tokyo drift song for bg music https://t.co/xvkm8EmjuZ,0,0,0,538,0.0,1.0,0.0,0.0,0,0.0
2,2023-04-09 23:59:58+00:00,musicmediavault,Iayze producer Twentywrld has been exposed 😬 https://t.co/VY0WmUUTf9,0,0,1,263,0.346,0.654,0.0,-0.4019,1,0.4019
3,2023-04-09 23:59:58+00:00,musicmediavault,Summrs has spent over a half million dollars so far in 2023 https://t.co/CdINozyGev,0,0,0,263,0.0,1.0,0.0,0.0,0,0.0
4,2023-04-09 23:59:57+00:00,thecultofjennie,the greatest movie of ALL time🥱still holds to this day! unlike shitshank redemption and the flopfather 🤭,0,0,0,12,0.0,0.712,0.288,0.8268,0,0.8268
5,2023-04-09 23:59:57+00:00,Ferrankino,Fuck Giant Freaking Robot they suck,0,1,1,184,0.754,0.246,0.0,-0.8481,2,0.8481
6,2023-04-09 23:59:57+00:00,carjoel3000,@aImighty00 all that money just to still make mid music,0,0,0,5,0.0,1.0,0.0,0.0,0,0.0
7,2023-04-09 23:59:57+00:00,JL3811X,"@justartsndstuff There's a Korean movie that's based on his story
https://t.co/pKprQW1DBK",0,2,0,1751,0.0,1.0,0.0,0.0,2,0.0
8,2023-04-09 23:59:56+00:00,IceColdd_,"#ATTENTION ARTIST If you serious about getting in the game and want to shoot a video GET AT ME!!!!!  #PhantomFilms #Music #Movies #Studio Industry Quality, Professional sets /equipment. DM budget for quote #TTO #T_O_P 7",0,0,0,32876,0.128,0.838,0.034,-0.5526,0,0.5526
9,2023-04-09 23:59:56+00:00,DGTeddy_,There are 11 “Turn The Music Up” tabs in tonight’s shop! https://t.co/iGTK4WKnCj,0,1,0,109,0.0,1.0,0.0,0.0,1,0.0
10,2023-04-09 23:59:56+00:00,PatoLandiaMusic,Aun no esta al 100% pero estamos haciendo lo mejor para mejorar el server.,0,0,0,9,0.145,0.855,0.0,-0.296,0,0.296
11,2023-04-09 23:59:56+00:00,BARDIACKERMAN,she’s always worried about her influence on fashion and hairstyles…WHERE IS THE MUSIC?! https://t.co/Jh4PhqYCNu,3,25,1,397,0.161,0.839,0.0,-0.3595,29,0.3595
12,2023-04-09 23:59:56+00:00,socialtw3rk,@pillowpsmarriot I thought you were talking about the damn movie,0,2,1,108,0.231,0.769,0.0,-0.4019,3,0.4019
13,2023-04-09 23:59:55+00:00,PatoLandiaMusic,"La música es un idioma universal que nos une y nos emociona sin importar nuestras diferencias. Únete a esta comunidad de amantes de la música y juntos celebremos la belleza de este arte. 🎶❤️

https://t.co/HW9Z7jUYoJ",0,0,1,9,0.089,0.911,0.0,-0.5574,1,0.5574
14,2023-04-09 23:59:55+00:00,KatrinaAriel,"Don't mind me listening to this on repeat while I write...
#amwriting #fantasy #romance #music 
https://t.co/yNs5NP9F10",0,4,0,5447,0.0,0.806,0.194,0.5574,4,0.5574
15,2023-04-09 23:59:55+00:00,Stileshalenski,"Shameless US.
True Blood.
The L Word.
Queer as Folk.
Veronica Mars Movie.
Outlander.
Buffy season 6.",0,0,0,138,0.105,0.61,0.285,0.6289,0,0.6289
16,2023-04-09 23:59:55+00:00,NeoNetMusic,"Paraná: golpeó a una mujer y la subió a un auto

https://t.co/j1Op0XH2LN",0,0,0,2893,0.0,1.0,0.0,0.0,0,0.0
17,2023-04-09 23:59:54+00:00,beats2dance2016,Now playing Denis First - Kiss The Ground I Walk On (Official Video) [Ultra Music] #beats2dance #Ch2 #trance #trancefamily #tranceclassic https://t.co/iVNyFw2o4u 2 - Trance,0,0,0,2499,0.0,0.827,0.173,0.5574,0,0.5574
18,2023-04-09 23:59:54+00:00,MendocinoMusic,"Ticket sales open April 17! See the 2023 season lineup. There's still time to get early access, before the general public, all while helping sustain the Festival—if you act by April 12. - https://t.co/UE2VN6fP6D https://t.co/bbyzZN77S9",0,0,0,528,0.0,0.932,0.068,0.3595,0,0.3595
19,2023-04-09 23:59:54+00:00,ChuckyFever2020,"@RealTomHolland I am so excited for the Chucky books to come in the mail here soon! My fav movies in the franchise are the first one, second movie, Seed, Curse and the remake",0,2,2,1717,0.088,0.752,0.161,0.442,4,0.442
20,2023-04-09 23:59:54+00:00,staticvlleyjane,should i watch a movie,0,11,8,1793,0.0,1.0,0.0,0.0,19,0.0
21,2023-04-09 23:59:54+00:00,EvLightNYFA,This was the first movie I ever saw on DVD.,0,0,0,342,0.0,1.0,0.0,0.0,0,0.0
22,2023-04-09 23:59:54+00:00,groatscotum,"@CV_Dalcher @music_gwen You don't get to have an opinion on trans issues because you're not trans, even if it bears directly and unavoidably on women's issues, even though Thomas is a woman and er",0,2,1,33,0.0,1.0,0.0,0.0,3,0.0
23,2023-04-09 23:59:54+00:00,Footpauls,me trying to remember the name of a Mad Max movie https://t.co/DSdRjiIJ1J,0,3,1,205,0.225,0.775,0.0,-0.4939,4,0.4939
24,2023-04-09 23:59:54+00:00,TN3ZMA,https://t.co/7JVJzPTW2d,0,0,0,46,0.0,1.0,0.0,0.0,0,0.0
25,2023-04-09 23:59:53+00:00,lena67388422,"@SandyClarkso @charts_k @BTS_twt He's a misogynist who has never treated his artists well (esp Ariana Grande) and who bought T.Swift's music even though she had offered herself to buy it. He then posted in social media that he ""owned Taylor Swift"". He also bullied her in 2016 when Kanye West lied about the call",0,68,0,62,0.111,0.825,0.064,-0.5859,68,0.5859
26,2023-04-09 23:59:53+00:00,HumpDayHashTags,"@Dian2BetterDays Believe it or not, I never saw that movie.",0,1,1,4777,0.0,1.0,0.0,0.0,2,0.0
27,2023-04-09 23:59:52+00:00,knIckskaIszn,"@jorgoat23better Suns have zero championships 

Cp3 has Swiss cheese hammy 

Booker is fake light skin 

KD is balding and bitchless 

Ayton is soft 

Cam Payne is a rat

Carti hasn’t made good music since Obama administration 

Jae Crowder gets no minutes",0,2,0,6955,0.11,0.764,0.126,0.2023,2,0.2023
28,2023-04-09 23:59:52+00:00,Johnnybee177,@CynthiaIgobah I no fit count how many times i use foul language for her after watching her 3 scenes of the movie.,0,1,0,1291,0.091,0.909,0.0,-0.2755,1,0.2755
29,2023-04-09 23:59:51+00:00,Justpapagrizzly,@RonFilipkowski I really use to like his music but he sold out!,0,0,0,22,0.0,0.835,0.165,0.2901,0,0.2901
30,2023-04-09 23:59:50+00:00,WoboLuckybrown,@Just__Halal This movie part 2 need to dey,0,0,0,3397,0.0,1.0,0.0,0.0,0,0.0
31,2023-04-09 23:59:50+00:00,mbo_owatonna,"Join us for the MBO Benefit Concert Saturday April 15 at Trinity Lutheran Church. Silent auction starts at 6:00, variety of musical entertainment starts at 7:00. Admission at the door. We appreciate your support of music in Owatonna! https://t.co/BGnVdiykXJ",1,6,1,57,0.0,0.713,0.287,0.9134,8,0.9134
32,2023-04-09 23:59:50+00:00,strictly2kfest,Big up everybody who fwd! 🫶🏽,3,0,0,2226,0.0,1.0,0.0,0.0,3,0.0
33,2023-04-09 23:59:50+00:00,Passivetremor,Good music 🤌🏼 https://t.co/hPaPVm0miE,0,0,0,26,0.0,0.674,0.326,0.4404,0,0.4404
34,2023-04-09 23:59:50+00:00,ElMangoDeFuego,@Necksplitter CTV news finding someone to review the Mario movie https://t.co/D9u9fuOW7v,0,1,0,311,0.0,1.0,0.0,0.0,1,0.0
35,2023-04-09 23:59:49+00:00,wnmcradio,"Now Playing, Mo Kenney — Game Of Pricks from Covers #music #",0,0,0,3376,0.139,0.73,0.131,-0.0258,0,0.0258
36,2023-04-09 23:59:49+00:00,gonnacomfortyou,@forevercrimes effortlessly. yp. noose. ftdt TOO MANY I LOVE AND HATE MUSIC,0,0,0,1733,0.229,0.516,0.255,0.128,0,0.128
37,2023-04-09 23:59:49+00:00,punishedRage,@NobleAtlas88 you seen Kung-Fu Hustle? That movie was classic.,0,1,0,69,0.0,1.0,0.0,0.0,1,0.0
38,2023-04-09 23:59:49+00:00,pao_yerim,Nota: Luego haré una en Apple Music.,1,3,1,696,0.0,1.0,0.0,0.0,5,0.0
39,2023-04-09 23:59:48+00:00,koosouju,i've been rewatching all the scream movies lately cus idk why i saw the 6th one and never even saw the 5th movie so im just starting from the top,0,0,1,3821,0.125,0.821,0.055,-0.3182,1,0.3182
40,2023-04-09 23:59:48+00:00,milosdrafts,you’re music taste is hot,1,1,0,150,0.0,1.0,0.0,0.0,2,0.0
41,2023-04-09 23:59:48+00:00,gentaramudice,AND THEN SHE SAID I KNOW YOUR DYING WISH IS TO BE BAPTIZED IN MY SPIT,0,0,0,1209,0.0,0.847,0.153,0.4019,0,0.4019
42,2023-04-09 23:59:48+00:00,Numbz16,@ChefBoyarT1 🙌🏾🙌🏾 appreciate that bro,0,1,0,1810,0.0,0.828,0.172,0.4019,1,0.4019
43,2023-04-09 23:59:47+00:00,RonRester,@ConchBand @Donatos Love that movie!,0,1,1,5239,0.0,0.471,0.529,0.6696,2,0.6696
44,2023-04-09 23:59:47+00:00,ProtoManiaTV,The only voice that I think was straight up bad in the Mario Movie was Cranky Kong. That shit sounded incorrect. Like even beyond being a bad performance.,0,0,0,142,0.279,0.605,0.116,-0.802,0,0.802
45,2023-04-09 23:59:47+00:00,alonzoalfred2,@MayerChris6 @ClownWorld_ They shouldn’t be no way 😂 but I feel you family. Wrong is wrong,0,0,0,389,0.395,0.522,0.083,-0.8381,0,0.8381
46,2023-04-09 23:59:47+00:00,luasido,like my music taste is IMMACULATE idc https://t.co/h6FpRQyNPt,0,1,0,437,0.0,0.737,0.263,0.3612,1,0.3612
47,2023-04-09 23:59:47+00:00,Zion_5g,#HappyEaster2023 https://t.co/ssyAuN7VOi,0,0,0,4,0.0,1.0,0.0,0.0,0,0.0
48,2023-04-09 23:59:47+00:00,maxashermiller,"The '00s rock songs really make the millennial vibe complete. It's utterly trash music, but if you grew up in that period, there's really nothing more nostalgic.",0,0,0,458,0.0,1.0,0.0,0.0,0,0.0
49,2023-04-09 23:59:47+00:00,SamSdonnorummo,@lavern_spicer This movie came out in 2002. Good movie.,0,0,0,22,0.0,0.734,0.266,0.4404,0,0.4404
50,2023-04-09 23:59:46+00:00,betaebear,"@KookCharts i cant wait for more awesome music from jungkook😭😭

MAIN POP BOY JUNGKOOK IS COMING",1,5,0,231,0.21,0.642,0.148,-0.204,6,0.204
51,2023-04-09 23:59:46+00:00,Blackwoman52,@nfr_podcast I can't wait to hear New music from Earth gang and JiD,0,0,0,947,0.0,1.0,0.0,0.0,0,0.0
52,2023-04-09 23:59:46+00:00,ImmortalJD99,Finally seeing the Super Mario Bros. Movie.,0,3,1,587,0.0,0.606,0.394,0.5994,4,0.5994
53,2023-04-09 23:59:46+00:00,redh00d77,@phin_peters Literally directed 4 of the top 4 MCU movies and a movie they produced won 7 Oscars just few months ago 💀,0,0,0,68,0.0,0.792,0.208,0.6705,0,0.6705
54,2023-04-09 23:59:45+00:00,AndyRodrigue_,"Circulo 2
@min13_bts
@BIGHIT_MUSIC
@jwn_ily
@EsingHose
@dalbitbangtan
@JMK7A
@YDMM07HOBI
@its_daniemon
@bailandorunbts
@jimincitoz
@namjin_mi_papis
@lostinyou_bts
@U16RYS
@picasstae
@ACCI0B4NGT4NSOS",0,8,2,1526,0.0,1.0,0.0,0.0,10,0.0
55,2023-04-09 23:59:45+00:00,NoelleWalls28,"@18isunlucky Quevedo: Bzrp Music Sessions, Vol. 52 💀💀",0,0,1,538,0.0,1.0,0.0,0.0,1,0.0
56,2023-04-09 23:59:45+00:00,iSageSen,Watching Meg (megaladon shark movie) with the cats https://t.co/klTUjubGn9,0,1,0,657,0.0,1.0,0.0,0.0,1,0.0
57,2023-04-09 23:59:45+00:00,minscaIico,that “suga” whisper on apple music is devious and delicious,0,1,0,229,0.0,0.709,0.291,0.5719,1,0.5719
58,2023-04-09 23:59:45+00:00,InventiveBear,"@Sweetsuddy1 @taeccool @follow_leejunho @2PMagreement211 @follow_nichkhun Thank you, dear Sweet... it's  been a very pleasant day 🥳 family, cake, prosecco, good food-all made more festive  with wonderful #2PM music 💗",0,1,1,201,0.0,0.407,0.593,0.9828,2,0.9828
59,2023-04-09 23:59:45+00:00,ernjjaeger,mañana tengo examen chicos me muero,0,0,2,330,0.0,1.0,0.0,0.0,2,0.0
60,2023-04-09 23:59:44+00:00,MusicLundeen,@ntrobeats 🙏,0,0,0,1788,0.0,1.0,0.0,0.0,0,0.0
61,2023-04-09 23:59:44+00:00,KoziiNES,I wish I had the talent to make music,0,0,0,60,0.0,0.56,0.44,0.6705,0,0.6705
62,2023-04-09 23:59:44+00:00,Cymbeline3,"@enoughgaiety Only state that has their own signature flavor of potato chip!

Crab chips. My introduction to Maryland cuisine. Such as it is. (Cheaper than crab cakes for penurious music student).",0,1,1,284,0.0,1.0,0.0,0.0,2,0.0
63,2023-04-09 23:59:43+00:00,patolabour,@bartsimsonreal It's great. I thought it would be stupid and one note. But it's just a nice movie.,0,2,0,58,0.094,0.64,0.267,0.6187,2,0.6187
64,2023-04-09 23:59:43+00:00,carolyneholmes,@jlupf It’s all the no drinking/dancing/gambling/prerecorded music.,0,2,0,4487,0.268,0.732,0.0,-0.296,2,0.296
65,2023-04-09 23:59:43+00:00,RockyResistor,@MavrocksGirl I can watch this movie over and over. 🎶 Hail to the Chief….  😂,0,3,1,5550,0.079,0.708,0.212,0.4939,4,0.4939
66,2023-04-09 23:59:43+00:00,emocionycambio,"@Alecrin68 #NaturePhotography #BuenasNoches con #music 
https://t.co/PeMqn1KKgD https://t.co/TOxDgKI0Oy",1,1,1,10424,0.0,1.0,0.0,0.0,3,0.0
67,2023-04-09 23:59:42+00:00,jjkmuah,apple music has always been superior like the sound quality and the overall aesthetic 👍👍,0,1,0,130,0.0,0.727,0.273,0.7184,1,0.7184
68,2023-04-09 23:59:42+00:00,theescarletgrey,jerking off to his crush’s sweaty shirt…did they write this movie about me…………,0,0,1,431,0.0,1.0,0.0,0.0,1,0.0
69,2023-04-09 23:59:42+00:00,Ani_zizo,"@VivianneGinika I have been playing music... Tired

I no like books",0,0,1,7318,0.338,0.54,0.122,-0.4956,1,0.4956
70,2023-04-09 23:59:42+00:00,GoAwayy48,put me in a movie me faz sentir uma criança de novo,1,0,0,3,0.0,1.0,0.0,0.0,1,0.0
71,2023-04-09 23:59:42+00:00,Luigi_Luz97,"@SmashBro64 No need to judge see it as many times as you want, it is an outstanding movie.",0,2,0,517,0.098,0.667,0.236,0.4767,2,0.4767
72,2023-04-09 23:59:41+00:00,Thrashe23441220,@TonyBeto4 @AfterLi51707799 @TheCartoonBase Nah bro the plot for the Mario movie ran faster than Sonic,0,0,2,504,0.091,0.909,0.0,-0.1027,2,0.1027
73,2023-04-09 23:59:41+00:00,Bts2020Pgd,"@chimchim2k20 @MicheBangtan Exactly. No one can get  your credit card  info unless allowed like when we purchase stuff or worst court order. Lol, we are just purchasing music 🎶😂",0,2,0,217,0.171,0.585,0.244,0.5423,2,0.5423
74,2023-04-09 23:59:40+00:00,TyMurphy19,"Happy 69th Birthday to the fabulous Dennis Quaid!

Do you have a favorite Dennis Quaid movie ?

For me, it's The Parent Trap with the late Natasha Richardson! https://t.co/G0LxeI5LFD",10,69,43,27340,0.061,0.658,0.281,0.855,122,0.855
75,2023-04-09 23:59:40+00:00,InsultedMustard,"As my brothers and I said, this movie isn’t for the kids. This is for us",0,0,0,64,0.0,1.0,0.0,0.0,0,0.0
76,2023-04-09 23:59:39+00:00,MusicBandWebsit,RT: Jackyl release new song “Another Round” off new album Jackyl 30 Coming In Hot https://t.co/ZB9L1OkcgM,0,0,0,17135,0.0,1.0,0.0,0.0,0,0.0
77,2023-04-09 23:59:39+00:00,AirithSaga,@shelbywankenobi Was a real fun movie,0,2,1,1599,0.0,0.602,0.398,0.5106,3,0.5106
78,2023-04-09 23:59:39+00:00,Minachibi12,"@ogiediaz Isa po sa dahilan ay tumaas na ang ticket sales 🥲 sabi nga ni sis k, meron 500 pesos na raw ang sine kaya karamihan sa mga Señior Citizen at PWD wait na lang kung kailan ang FREE MOVIE PASS according sa City Govt like sa QC every Mon and Tues basta 1 week after opening",0,0,0,9,0.056,0.842,0.102,0.4466,0,0.4466
79,2023-04-09 23:59:39+00:00,amamaryllis,@keimaru_music グッもニーンー,0,1,1,571,0.0,1.0,0.0,0.0,2,0.0
80,2023-04-09 23:59:39+00:00,phanburikat,"@KyunBtaoun then stop complaining and start to actually stream and buy their music and promote them, haji.",0,1,0,343,0.194,0.68,0.126,-0.1027,1,0.1027
81,2023-04-09 23:59:38+00:00,finflop,@edvinqwerty i don’t even play zelda or anything but a ghibli movie would be SAAAUURRR good,0,1,1,859,0.0,0.716,0.284,0.6757,2,0.6757
82,2023-04-09 23:59:38+00:00,BellaJoyAgain,This dress goes in the Movie Dress Hall of Fame.,12,25,1,513,0.0,0.756,0.244,0.4404,38,0.4404
83,2023-04-09 23:59:38+00:00,NeoNetMusic,"Murió un espectador en el Rally de Tucumán por el desprendimiento de una rueda

https://t.co/GZChzc72EQ",0,0,0,2893,0.0,1.0,0.0,0.0,0,0.0
84,2023-04-09 23:59:38+00:00,NemesisDasta,"@beingshubho Different singer, Different lyrics, Different music, same shit https://t.co/ezdx5D80i9",0,1,0,361,0.286,0.714,0.0,-0.5574,1,0.5574
85,2023-04-09 23:59:37+00:00,TixiqOfTheLight,"car crash sfx
the music in this scene,,, fuck,,, FUCK,,,, ITS SO GOOD GOD DAMMIT https://t.co/0teedb26v6",18,161,5,2007,0.349,0.368,0.283,-0.2421,184,0.2421
86,2023-04-09 23:59:37+00:00,MUSIC_mine_cube,"昨日の異世界クラフト
ジャンさんのおもしろシーン。
なぜかおとーちゃんと
こどもっちに見える件。
@jyan2016 https://t.co/SiHXBSEtZT",1,6,1,320,0.0,1.0,0.0,0.0,8,0.0
87,2023-04-09 23:59:36+00:00,JWEngelhardt,"My kids are OBSESSED with that ""Peaches"" song by Bowser in the Mario movie and I've listened to it so much that it is starting to sound like ""You and Your Heart"" by Jack Johnson",0,0,0,476,0.059,0.778,0.163,0.6448,0,0.6448
88,2023-04-09 23:59:36+00:00,music_of_mine,@gorilla_inv スミマセン…何言ってるかわかりません🙂,0,1,1,420,0.0,0.596,0.404,0.4033,2,0.4033
89,2023-04-09 23:59:36+00:00,McDonaldsElon,"@AdeldMeyer @WatcherGuru Hey Adel, I am a huge fan of your music. Please continue to inspire me.",0,0,0,36,0.0,0.551,0.449,0.8625,0,0.8625
90,2023-04-09 23:59:36+00:00,katlinesnyder,I can resite 98% of this movie lmao https://t.co/uyNeTFTK1z,0,1,0,6453,0.0,0.672,0.328,0.5994,1,0.5994
91,2023-04-09 23:59:36+00:00,Melodic_954,So many fire ass movie's dropping this year 🔥🔥🔥🔥,0,1,0,1115,0.728,0.272,0.0,-0.933,1,0.933
92,2023-04-09 23:59:35+00:00,brendantech,@ganjanath @RippaGoalposts Is the Mario movie any good?,0,0,0,129,0.0,0.707,0.293,0.4404,0,0.4404
93,2023-04-09 23:59:35+00:00,_jakkrabbit,@raphiesanzzy_ Finished the Mario movie?,0,1,1,296,0.0,1.0,0.0,0.0,2,0.0
94,2023-04-09 23:59:35+00:00,TechiePlusco,Top 5 Music Making Apps For The Musician Inside You | [2023] https://t.co/hotNHGgkSN,0,0,0,6,0.0,0.87,0.13,0.2023,0,0.2023
95,2023-04-09 23:59:34+00:00,harrowynn,"@SweetToothAudio @Mad_Dubz It’s the achievement it made with cgi tho. For being a movie from 2009, effects still hold up to today whereas we got movies from a year ago that looks outdated af. While the story is meh, it’s eye candy and that’s what he’s good at. I was entertained by the visuals and action",0,1,1,995,0.022,0.885,0.093,0.6486,2,0.6486
96,2023-04-09 23:59:34+00:00,OhHeyAlice,"@Alchemist_Jojo Im sure if not the next movie, the one after because they deff will be releasing many movies",0,1,0,334,0.0,0.887,0.113,0.3182,1,0.3182
97,2023-04-09 23:59:34+00:00,MD10Chris,"If you haven't seen #JohnWick4 yet, I highly recommend it. A very fun movie and very satisfying ending to the John Wick saga.

Donnie Yen stole the show too. His character was very easy to root for. Just a fun, fun movie.",0,0,0,600,0.0,0.649,0.351,0.9611,0,0.9611
98,2023-04-09 23:59:34+00:00,reggglo,the acting in moonfall so head ass ☠️ idek why i like this movie,0,0,0,491,0.186,0.69,0.123,-0.3134,0,0.3134
99,2023-04-09 23:59:33+00:00,NatalieARay,"@JoeHill_Music @ronda_romo @ash83293 @JoAnntheBlessed @Stephanielevay1 @Krystinaafor45 @CatSaavy @AnalySnchez13 @CherryBomb2069 @Karrasamelia5 @Suekusowski1 @_KatDaBrat @1mir_r @AbiyahGail @SeegerC8 @KKMoriconi Thank you, Joe, for the first class seat on your train! 
Blessed we who get a chance to behold the GLORY bestowed upon us in the setting sun! 😘💕🇺🇸 https://t.co/dEUa3jhVcj",2,2,1,2919,0.0,0.742,0.258,0.9434,5,0.9434
100,2023-04-09 23:59:33+00:00,Leightonauthor,Some of the most beautiful moments in movie history 🍿🎬❤️ https://t.co/j3z1OeD4Eh,2,4,0,1883,0.0,0.77,0.23,0.6361,6,0.6361
101,2023-04-09 23:59:33+00:00,djgermangarcia,@Boogerbeard1 @POTUS man how is your heart today after that fight last night ?,0,0,0,491,0.138,0.638,0.223,0.3818,0,0.3818
102,2023-04-09 23:59:33+00:00,hamishdownie,"@antsfilm I remember some arthouse cinemas that used to play the soundtrack before the movie started. So, that makes a lot of sense. I really wish I had the money to buy and run an arthouse cinema :)",0,1,1,1307,0.0,0.807,0.193,0.8122,2,0.8122
103,2023-04-09 23:59:33+00:00,jay1mxtr,"Seen the movie too many times

Kings win g1

""Its over"" discourse goes wild for 2 days

Warriors rip 4 straight",1,0,0,397,0.0,0.69,0.31,0.7964,1,0.7964
104,2023-04-09 23:59:33+00:00,machinegunkasi,"@wasphossler I hope he takes all the time he needs. I still listen to his music every day and watch Kells visions, interviews, etc on the daily. I just miss seeing him post and interacting with us. I feel like he’s upset with us and it’s bothering me.",0,21,7,2154,0.121,0.749,0.13,0.128,28,0.128
105,2023-04-09 23:59:32+00:00,bob_noss,"Fast &amp; Furious: Tokyo Drift...first utterance of ""Faaaaaaaaaaaaaam'ly"" in an F&amp;F movie. https://t.co/rJeU7RlgEN",0,2,1,394,0.236,0.764,0.0,-0.5719,3,0.5719
106,2023-04-09 23:59:32+00:00,vk_music33,@GAMERGY_Arg @Agustinguardis @sevenkayne Jajajajaja el beneficio de ser peque. Vamooo frodoooo,0,6,0,50,0.0,1.0,0.0,0.0,6,0.0
107,2023-04-09 23:59:31+00:00,RealTweeterCEO,"i saw D&amp;D movie, pretty good, some good references to books and overall fit with the IP, a decent 7.5/10, off to see suzume next!!!",0,0,0,60,0.0,0.629,0.371,0.9077,0,0.9077
108,2023-04-09 23:59:31+00:00,EduardoJEugenio,@SLawson1417 Good movie. https://t.co/vdNFf0fbL2,0,0,0,258,0.0,0.508,0.492,0.4404,0,0.4404
109,2023-04-09 23:59:31+00:00,TeamStratosphre,so if i have copyright music disabled on fortnite turns out you still get copyrighted 👌 https://t.co/eOHmuw97qJ,0,0,1,438,0.0,0.723,0.277,0.7297,1,0.7297
110,2023-04-09 23:59:31+00:00,FlixBorahae,"@karpjinin @kyorivek WE DEMAND RADIOPLAY FOR JIMIN
@HYBEOFFICIALtwt @GeffenRecords @BIGHIT_MUSIC &amp; @UMG.",0,0,0,1440,0.169,0.831,0.0,-0.3034,0,0.3034
111,2023-04-09 23:59:31+00:00,__realhighgrade,Greatest mug in the history of music. Argue w/ yo mammy,1,7,0,894,0.154,0.577,0.269,0.4215,8,0.4215
112,2023-04-09 23:59:30+00:00,Rikiya_Mizoe,"I added Futureheaven's 'coldgaze' into my playlist ""Shoegaze / Dream Pop 2023""!
My selected songs have been released in 2023.

👟 L I S T E N  N O W 🎸
https://t.co/dH9H2zMUTy
#shoegaze #dreampop #dreamgaze #music #indiemusic #シューゲイザー #ドリームポップ",0,3,0,244,0.0,0.863,0.137,0.7206,3,0.7206
113,2023-04-09 23:59:30+00:00,btr6543,Avatar https://t.co/CprMSwxvj9,0,2,0,137,0.0,1.0,0.0,0.0,2,0.0
114,2023-04-09 23:59:30+00:00,Bella623,"Background #music &amp; romantic video images to inspire writers of #romace or maybe to play softly during date night or wedding planning. Almost a full hour of heartfelt music - Tracks that do not repeat for those who love music with a slice of love
https://t.co/2DkIJ0Xs5R https://t.co/f84FjyTk9j",0,0,0,110868,0.0,0.665,0.335,0.967,0,0.967
115,2023-04-09 23:59:30+00:00,Iruya_u,"@garakuta_music_ お！は！よ！！昔時間順にできるのあったよねー！てか今もそうなんかな？🧐細かいことわからん()
今日ものんびりがんばろーー！！",0,1,1,664,0.0,1.0,0.0,0.0,2,0.0
116,2023-04-09 23:59:29+00:00,BaronPrimONeil,"@o_ebag always been self-conscious about my Hapsburg jaw, and this character from a random horror movie that Dead Meat talked about made me laugh because of how crazy his is",0,1,0,33,0.26,0.65,0.09,-0.7783,1,0.7783
117,2023-04-09 23:59:29+00:00,ashygroovy,@LadyJazzington JOHN WICK CHAPTER 4!!!! It is the absolute perfect movie to conclude John Wick’s story.,0,2,0,1601,0.0,0.755,0.245,0.7067,2,0.7067
118,2023-04-09 23:59:29+00:00,onlyferns_music,Cybergrind summer,1,7,0,161,0.0,1.0,0.0,0.0,8,0.0
119,2023-04-09 23:59:29+00:00,siratama3035,"@mimizuku_music みみずく٩(๑&gt;∀&lt;๑)۶🌈☘️🌸

おはおは😆☘️🌞☘️🌞",0,0,0,1919,0.0,0.872,0.128,0.3612,0,0.3612
120,2023-04-09 23:59:29+00:00,MDMusicLog,"Check out ""Lavender"" from Kim Harris: https://t.co/PFnXln4EbN #music #Video",0,0,0,385,0.0,1.0,0.0,0.0,0,0.0
121,2023-04-09 23:59:29+00:00,Nathann_501,The enjoyment of solitude and music...,0,0,0,10,0.0,0.581,0.419,0.5574,0,0.5574
122,2023-04-09 23:59:29+00:00,erik68814,@wrighteousj @TomCruise @MissionFilm they fucked me up for that movie,0,0,0,19,0.328,0.672,0.0,-0.6597,0,0.6597
123,2023-04-09 23:59:28+00:00,VinceMtenga,Outsider Music will be enhanced with AI … awesome.,0,0,0,80,0.0,0.661,0.339,0.6249,0,0.6249
124,2023-04-09 23:59:28+00:00,NeoNetMusic,"Villa Domínguez: Echan a comisario que estafó a un anciano

https://t.co/xpxvWqskmN",0,0,0,2893,0.0,1.0,0.0,0.0,0,0.0
125,2023-04-09 23:59:28+00:00,sweetpiiano,do ppl actually listen to music for the lyrics cause i almost never pay attention to that lol,0,3,2,1140,0.0,0.807,0.193,0.4249,5,0.4249
126,2023-04-09 23:59:28+00:00,SquibMcLovin,oh yeah i have every skin in this shop aside from the worst one (diamond hanz) and the turn the music up skins,0,5,0,1386,0.143,0.697,0.16,-0.128,5,0.128
127,2023-04-09 23:59:27+00:00,Oreo29__,dc what nobody say! Aston Martin Music gone hit EVERY TIME you in the wheel with your folks!! ❤️😩😍,0,0,0,63,0.07,0.801,0.129,0.4168,0,0.4168
128,2023-04-09 23:59:27+00:00,danschuering,"@BeschlossDC That photo is the pathetic life story of Donald Trump. When the music stops, party’s over &amp; rally ended, he is a solitary lonely figure who knows not love, friendship or companionship. The things he’s accumulated in his life are incapable of the love of a child, spouse or family.",0,1,0,107,0.251,0.684,0.065,-0.8742,1,0.8742
